nct_id,org_name,org_class,brief_title,overall_status,why_stopped,collaborators,has_dmc,fda_regulated_drug,fda_regulated_device,phase,conditions,keywords
NCT06355557,Tan Tock Seng Hospital,OTHER,"Human vs Machine: a RCT Comparing Traditional In-person Instruction, AI Versus VR for Learning Basic CCE",RECRUITING,,,True,False,False,NA,['Ultrasound'],"['artificial intelligence, echocardiography, POCUS']"
NCT06579404,University of Cambridge,OTHER,Closed-loop in Adults With Type 2 Diabetes,RECRUITING,,"[{'name': 'University of Edinburgh', 'class': 'OTHER'}, {'name': 'Jaeb Center for Health Research', 'class': 'OTHER'}, {'name': 'Swansea University', 'class': 'OTHER'}]",True,False,False,NA,['Type 2 Diabetes Treated With Insulin'],"['Closed-loop insulin delivery', 'Type 2 diabetes']"
NCT04326413,The University of Hong Kong,OTHER,Artificial Intelligence Evaluation of Periodontal Health Using Selfie Intraoral Photography,COMPLETED,,,False,False,False,,['Gingivitis'],
NCT06908967,Neuroptek Corporation Inc.,OTHER,"A Performance Study Comparing the EyeMirage (Test Device) to Standard of Care (Reference Device) in Patients 18 to 65 Years of Age Undergoing Standard Eye Examinations Such as Visual Acuity, Visual Field, Color Vision, and Self-Paced Saccade for Various Conditions",NOT_YET_RECRUITING,,"[{'name': 'St. Boniface Hospital', 'class': 'OTHER'}, {'name': 'St. Boniface Hospital Asper Clinical Research Institute', 'class': 'UNKNOWN'}]",False,False,False,NA,['Visual Function'],"['visual function', 'visual acuity', 'visual field', 'color vision', 'self-paced saccade']"
NCT03643692,Imperial College London,OTHER,"Adaptive, Real-time, Intelligent System to Enhance Self-care of Chronic Disease",COMPLETED,,,False,False,False,NA,"['Diabetes Mellitus, Type 1']","['Diabetes Mellitus', 'blood glucose', 'environmental case parameters']"
NCT05569083,Azienda Ospedaliero-Universitaria Careggi,OTHER,PRedicting the EVolution of SubjectIvE Cognitive Decline to Alzheimer's Disease With Machine Learning,UNKNOWN,,"[{'name': 'Fondazione Don Carlo Gnocchi Onlus', 'class': 'OTHER'}, {'name': 'University of Florence', 'class': 'OTHER'}, {'name': ""Scuola Superiore Sant'Anna di Pisa"", 'class': 'OTHER'}]",False,False,False,,"['Cognitive Decline', 'Mild Cognitive Impairment', 'Alzheimer Disease']","['Dementia', 'Cognitive reserve', 'machine learning', 'deep learning', 'precision medicine', 'Electroencephalogram', 'Event Related Potential', 'Cerebrospinal Fluid biomarker', 'Apolipoprotein E', 'Brain-derived neurotrophic factor']"
NCT05056376,Johns Hopkins University,OTHER,Effectiveness and Cost-Effectiveness of Fully-Automated Digital vs. Human Coach-Based Diabetes Prevention Programs,COMPLETED,,"[{'name': 'National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'class': 'NIH'}]",True,False,False,NA,"['PreDiabetes', 'Hyperglycemia', 'Glucose, High Blood', 'Overweight', 'Prediabetic State', 'Impaired Glucose Tolerance', 'Obesity', 'Weight Loss', 'Lifestyle, Healthy', 'Lifestyle Risk Reduction', 'Lifestyle, Sedentary']","['Prediabetes', 'Diabetes Prevention Program', 'DPP', 'Obesity', 'Overweight', 'Physical Activity', 'Digital', 'Artificial Intelligence', 'Weight']"
NCT04624594,Columbia University,OTHER,AI Mobile Application Versus HCP for Bodyweight Squats,COMPLETED,,"[{'name': 'National Medical Fellowships', 'class': 'UNKNOWN'}]",False,False,False,NA,['Squat Form'],"['Exercise', 'Squat', 'Physical therapist', 'Artificial Intelligence (AI)']"
NCT05866107,Capital Medical University,OTHER,App and Body Fat Scale in the Management of Overweight Patients,NOT_YET_RECRUITING,,"[{'name': 'Merck Sharp & Dohme LLC', 'class': 'INDUSTRY'}]",,False,False,NA,"['Schizophrenia', 'Bipolar Disorder', 'Metabolic Syndrome']",
NCT06124989,University of Cagliari,OTHER,Machine learnINg for the rElapse Risk eValuation in Acute Biliary Pancreatitis.,NOT_YET_RECRUITING,,"[{'name': 'Università di Napoli Federico II', 'class': 'UNKNOWN'}, {'name': 'Università della Campania Luigi Vanvitelli', 'class': 'UNKNOWN'}]",True,False,False,,"['Acute Pancreatitis', 'Pancreatitis Due to Gallstones', 'Pancreatitis Biliary', 'Pancreatitis Relapsing']","['Machine Learning, Prediction Model']"
NCT06470776,The University of Hong Kong,OTHER,Chatbot Counselling for Smoking Cessation in Youths,ACTIVE_NOT_RECRUITING,,"[{'name': 'Health and Medical Research Fund', 'class': 'OTHER_GOV'}]",False,False,False,NA,"['Tobacco Use', 'Smoking Cessation']","['conversational agent', 'virtual assistant', 'digital health', 'artificial intelligence', 'large language model', 'ChatGPT', 'adolescent']"
NCT06688396,Lancaster General Hospital,OTHER,Dilated Cardiomyopathy Detection Using AI and Screening With Mobile Technology (DCM-DETECT),RECRUITING,,"[{'name': 'Mayo Clinic', 'class': 'OTHER'}]",False,False,True,NA,"['Dilated Cardiomyopathy', 'Heart Failure', 'Heart Disease']","['Dilated Cardiomyopathy', 'Heart Failure', 'Heart Disease']"
NCT06755645,University Ramon Llull,OTHER,Transforming Parkinson's Care with Predictive Algorithms,NOT_YET_RECRUITING,,"[{'name': 'University of Deusto', 'class': 'OTHER'}, {'name': ""Hospital Universitari Vall d'Hebron Research Institute"", 'class': 'OTHER'}]",False,False,False,,['Parkinson'],"['healthy habits', 'physical activity', 'artificial intelligence', 'smart platform']"
NCT05978986,"Clinic of Phlebology and Laser Surgery, Chelyabinsk, Russia",OTHER,Efficiency of Determining the Clinical Class of Chronic Venous Disorders by Artificial Intelligence,RECRUITING,,,False,False,False,NA,"['Varicose Veins of Lower Limb', 'Telangiectasia']",
NCT06867887,Erasmus Medical Center,OTHER,Non-invasive Detection of Driveline Infections in Patients with a Left Ventricular Assist Device,ENROLLING_BY_INVITATION,,"[{'name': 'Eindhoven University of Technology', 'class': 'OTHER'}]",False,False,False,,['LVAD (Left Ventricular Assist Device) Driveline Infection'],"['Infection', 'LVAD', 'Detection', 'Monitoring', 'Driveline infection', 'Imaging', 'Non-invasive']"
NCT05630170,Yale University,OTHER,The SMART-LV Pilot Study,COMPLETED,,,True,False,False,NA,['Left Ventricular Systolic Dysfunction'],
NCT06633393,"Zhongshan Ophthalmic Center, Sun Yat-sen University",OTHER,Effect of a Myopia Prediction System on Myopia Prevention and Control,NOT_YET_RECRUITING,,,False,False,False,NA,"['Myopia', 'Randomized Controlled Trials', 'Artificial Intelligence (AI)']","['Myopia Prediction', 'Randomized Controlled Trials', 'Artificial Intelligence (AI)']"
NCT06380920,National Cheng-Kung University Hospital,OTHER,Function Definition and Clinical Validation of Digital Health App: Using Weight Management as An Example,NOT_YET_RECRUITING,,,False,False,False,NA,"['Weight Loss', 'Body Fat Rate Loss', 'Body Composition Change']","['obesity', 'assistive intelligence', 'APP', 'weight control', 'cognitive behavior therapy']"
NCT05303051,"University of California, San Francisco",OTHER,Validation of the Diabetes Deep Neural Network Score for Diabetes Mellitus Screening,WITHDRAWN,Mobile app incompatibility prevented the study from enrolling.,"[{'name': 'Azumio Inc.', 'class': 'UNKNOWN'}, {'name': 'Bristol-Myers Squibb', 'class': 'INDUSTRY'}]",,False,True,NA,['Diabetes'],
NCT04859530,"University Hospital, Geneva",OTHER,Automated Cervical Cancer Screening Using a Smartphone-based Artificial Intelligence Classifier,RECRUITING,,,True,False,False,NA,"['Cervical Cancer', 'HPV']","['Cervical cancer screening', 'HPV-related cervical precancer and cancer', 'Artificial Intelligence', 'Image processing', 'Automated VIA Classifier']"
NCT06877182,IRCCS SYNLAB SDN,OTHER,Novel Neuroradiological Workflow for the Assisted DIAgnosis and Management of DEMentia with Artificial Intelligence,ACTIVE_NOT_RECRUITING,,"[{'name': 'UNINA', 'class': 'UNKNOWN'}, {'name': 'UNITO', 'class': 'UNKNOWN'}, {'name': 'Ospedale Fate bene Fratelli di Brescia', 'class': 'UNKNOWN'}]",False,False,False,,"['Alzheimer Disease', 'Dementia']","['Neuroimaging', 'Artificial Intelligence (AI)', 'Dementia', 'Assisted Diagnosis', 'Magnetic Resonance Imaging (MRI)']"
NCT03683472,"MindSciences, Inc.",INDUSTRY,Developing a Novel Digital Therapeutic for the Treatment of Generalized Anxiety Disorder,COMPLETED,,"[{'name': 'Brown University', 'class': 'OTHER'}]",True,False,False,NA,['Anxiety Disorders'],"['Anxiety, worry, mindfulness, meditation']"
NCT06421324,Fundación para la Investigación del Hospital Clínico de Valencia,OTHER,Personalised Health Recommendations to the General Population Through an Integrated AI Guided,RECRUITING,,,True,False,False,NA,"['Gastric Cancer', 'Cancer Prevention', 'Helicobacter Pylori Infection', 'Artificial Intelligence']",
NCT05116553,Idego srl,INDUSTRY,Motivational Evaluation and Intervention With Co-Adapt Application for Healthy Ageing,COMPLETED,,,,False,False,NA,"['Motivation', 'Self Efficacy']","['Motivation', 'Self efficacy']"
NCT05545696,Hacettepe University,OTHER,Artificial Intelligence Supported Intraoral Scanning.,COMPLETED,,"[{'name': 'Hacettepe University', 'class': 'OTHER'}]",False,False,False,NA,"['Impression Technic, Dental']","['intraoral scanner', 'digitalization', 'Artificial intelligence']"
NCT06718725,Qilu Hospital of Shandong University,OTHER,"An Artificial Intelligence System for ROSE of EUS-FNA Sample: a Prospective, Multicenter, Diagnostic Study.",RECRUITING,,"[{'name': 'Taian City Central Hospital', 'class': 'OTHER'}, {'name': 'Qilu Hospital of Shandong University (Qingdao)', 'class': 'OTHER'}, {'name': 'Shandong Provincial Hospital', 'class': 'OTHER_GOV'}, {'name': ""Liaocheng People's Hospital"", 'class': 'OTHER'}, {'name': 'The Affiliated Hospital of Qingdao University', 'class': 'OTHER'}, {'name': ""Binzhou People's Hospital"", 'class': 'OTHER'}, {'name': 'Binzhou Medical University', 'class': 'OTHER'}, {'name': '960th Hospital of PLA', 'class': 'UNKNOWN'}, {'name': 'Yidu Central Hospital of Weifang', 'class': 'UNKNOWN'}]",False,False,False,,"['The Malignant Lesions and Non-malignant Lesions of Pancreas, Bile Duct, Liver and Lymph Node']",
NCT05747040,Azienda Usl di Bologna,OTHER_GOV,Pain in Neurorehabilitation Through Wearable Devices: an Exploratory Study,UNKNOWN,,,False,False,False,NA,"['Pain', 'Multiple Sclerosis']","['Pain assessment', 'physiological signals', 'wearable sensors', 'artificial intelligence', 'machine learning']"
NCT05795842,Emory University,OTHER,DELTA (Detecting and Predicting Atrial Fibrillation in Post-Stroke Patients),RECRUITING,,"[{'name': 'Duke University', 'class': 'OTHER'}, {'name': 'National Heart, Lung, and Blood Institute (NHLBI)', 'class': 'NIH'}]",False,False,True,,"['Stroke, Ischemic']","['Cardiac monitoring', 'Atrial Fibrillation']"
NCT03957343,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,OTHER,The Parkwood Pacing and Planning™ App,RECRUITING,,"[{'name': ""St. Joseph's Health Care (SJHC) Foundation"", 'class': 'UNKNOWN'}, {'name': 'Cowan Foundation', 'class': 'UNKNOWN'}]",False,False,False,NA,['Acquired Brain Injury'],"['acquired brain injury', 'concussion']"
NCT06965387,Gazi University,OTHER,Deep Learning for Gummy Smile Segmentation,RECRUITING,,"[{'name': 'Mia Technology', 'class': 'UNKNOWN'}]",False,False,False,,['Gummy Smile'],
NCT06354192,Lirio,INDUSTRY,Precision Nudging for Hypertension Management: Observational Study,RECRUITING,,"[{'name': 'Cone Health', 'class': 'OTHER'}]",False,False,False,,['Hypertension'],"['Medication adherence', 'Self-monitoring of blood pressure', 'Clinical encounters', 'Health equity', 'Precision nudging', 'Digital health intervention', 'Behavioral reinforcement learning']"
NCT05474742,UMC Utrecht,OTHER,The Nori Health App,TERMINATED,bankruptcy app owner,"[{'name': 'Elisabeth-TweeSteden Ziekenhuis', 'class': 'OTHER'}, {'name': 'Radboud University Medical Center', 'class': 'OTHER'}]",False,False,False,NA,"['IBD', 'Crohn Disease', 'Ulcerative Colitis']","['Randomized Controlled Trial', 'Pilot', 'Qualitative component']"
NCT03482466,VA Office of Research and Development,FED,Machine Learning Neurofeedback for PTSD,TERMINATED,Covid-19,"[{'name': 'Baylor College of Medicine', 'class': 'OTHER'}]",False,False,False,NA,['Post-traumatic Stress Disorder'],
NCT04615377,Kaia Health Software,INDUSTRY,The Kaia Hip and Knee Pain Intervention for Self-management of the Pain in Patients With Osteoarthritis.,COMPLETED,,,False,False,False,NA,"['Knee Osteoarthritis', 'Hip Osteoarthritis']",
NCT06567340,Rotherham Doncaster and South Humber NHS Foundation Trust,OTHER_GOV,StratCare Trial 2: Evaluating the Clinical and Cost-effectiveness of AI-driven Stratified Care for Depression,NOT_YET_RECRUITING,,"[{'name': 'University of Sheffield', 'class': 'OTHER'}, {'name': 'FSA Research Consulting Inc', 'class': 'UNKNOWN'}]",True,False,False,NA,['Depression'],"['Software', 'Medical Devices', 'Mental Health', 'Anxiety', 'Psychotherapy', 'Cognitive Behavioural Therapy', 'Mood Disorders', 'Mental Health Services']"
NCT06204705,VA Office of Research and Development,FED,mHealth Estimate-based Algorithms Signaling Upcoming Recurrence of Episodes in Bipolar Disorders,RECRUITING,,"[{'name': 'National Center for PTSD', 'class': 'FED'}, {'name': 'University of Wisconsin, Madison', 'class': 'OTHER'}]",False,False,False,,['Bipolar Disorder'],"['Bipolar Disorder', 'Veterans', 'Telemedicine', 'Digital Phenotyping', 'Machine Learning']"
NCT04523649,The University of Hong Kong,OTHER,Home-Based SolUtion for Remote Atrial Fibrillation Screening to PrevenT RecUrrence StrOke (HUA-TUO AF Trial),NOT_YET_RECRUITING,,,True,False,False,NA,"['Stroke, Cardiovascular']",
NCT06735807,"Central University of Finance and Economics, China",OTHER,Generated AI-informed Intervention (Emohaa) vs Group ACT vs WL on Emotional Distress,COMPLETED,,,True,False,False,NA,"['Artificial Intelligence (AI)', 'Depression - Major Depressive Disorder', 'Anxiety']",
NCT04324333,Tel-Aviv Sourasky Medical Center,OTHER_GOV,Modelling Missteps to Improve Fall Risk Assessment.,UNKNOWN,,"[{'name': 'Owlytics Healthcare', 'class': 'UNKNOWN'}]",True,False,False,NA,['Fall Patients'],"['Falls', 'Falls Prevention in Older Age', 'Automated detection of missteps', 'Fall Risk']"
NCT04689685,"Insel Gruppe AG, University Hospital Bern",OTHER,The RADAR Study - Wearable-Based Dysglycemia Detection and Warning in Diabetes,COMPLETED,,"[{'name': 'ETH Zurich', 'class': 'OTHER'}, {'name': 'University of St.Gallen', 'class': 'OTHER'}]",,False,False,,"['Diabetes Mellitus, Insulin-Dependent', 'Diabetes']","['Smartwatch', 'Wearable', 'Physiological data', 'Prediction', 'Dysglycemia', 'Hyperglycemia', 'Hypoglycemia']"
NCT05412420,Institut de Cancérologie de Lorraine,OTHER,Artificial Intelligence to Search for Abnormalities in Ambulatory Cancer Patients,COMPLETED,,,False,False,False,NA,['Solid Tumor'],"['Electronic survey', 'Artificial intelligence', 'Quality of life', 'Patient-Reported Outcomes (PROs)', 'Symptom management', 'eHealth', 'Machine learning']"
NCT04528342,"University Hospital, Geneva",OTHER,Personalized Digital Health and Artificial Intelligence in Childhood Asthma,UNKNOWN,,,True,False,False,,['Asthma in Children'],"['Digital stethoscope;', 'digital health', 'machine learning', 'Asthma']"
NCT03788915,University of Southern Denmark,OTHER,Weight Loss and Reversing T2D Through eHealth Coaching,UNKNOWN,,"[{'name': 'Odense University Hospital', 'class': 'OTHER'}]",False,False,False,NA,['Obesity'],"['obesity', 'internet community', 'treatment; preventive medicine', 'risk perception', 'lifestyle counseling']"
NCT06941402,Uşak University,OTHER,Physiotherapists and Artificial Intelligence,ENROLLING_BY_INVITATION,,,False,False,False,,"['Artificial Intelligence (AI)', 'Physiotherapist Students', 'Digital Competences', 'Acceptance of Artificial Intelligence', 'Artificial Intelligence Attitude']","['physiotherapist', 'artificial intelligence', 'digital age']"
NCT04910048,University of Arkansas,OTHER,"Impact of a POPOP on Preoperative Health, Eligibility, and Clinical & Patient-Reported Outcomes in TJA",COMPLETED,,,False,False,False,NA,"['Osteoarthritis, Knee', 'Osteoarthritis, Hip', 'Avascular Necrosis', 'Rheumatoid Arthritis']","['Total joint arthroplasty', 'Hip arthroplasty', 'Knee arthroplasty', 'Surgical ineligibility', 'Obesity', 'Patient Reported Outcome Measures', 'TJA', 'THA', 'TKA', 'PROMs', 'BMI', 'HbA1c']"
NCT05176769,AHEPA University Hospital,OTHER,Artificial Intelligence for Automated Clinical Data Exploration from Electronic Medical Records (CardioMining-AI),RECRUITING,,"[{'name': 'Hippokration Hospital Athens', 'class': 'UNKNOWN'}, {'name': 'General Hospital of Larissa', 'class': 'OTHER'}, {'name': 'University Hospital, Alexandroupolis', 'class': 'OTHER'}, {'name': 'University General Hospital of Patras', 'class': 'OTHER'}, {'name': 'University General Hospital of Heraklion', 'class': 'OTHER'}, {'name': 'George Papanicolaou Hospital', 'class': 'OTHER'}, {'name': 'Ippokrateio General Hospital of Thessaloniki', 'class': 'OTHER'}]",False,False,False,,"['Artificial Intelligence', 'Machine Learning', 'Electronic Medical Records']","['artificial intelligence', 'machine learning', 'medical records', 'digital health']"
